ACCIDENT_NO,VEHICLE_ID,VEHICLE_YEAR_MANUF,VEHICLE_DCA_CODE,INITIAL_DIRECTION,ROAD_SURFACE_TYPE,ROAD_SURFACE_TYPE_DESC,REG_STATE,VEHICLE_BODY_STYLE,VEHICLE_MAKE,VEHICLE_MODEL,VEHICLE_POWER,VEHICLE_TYPE,VEHICLE_TYPE_DESC,VEHICLE_WEIGHT,CONSTRUCTION_TYPE,FUEL_TYPE,NO_OF_WHEELS,NO_OF_CYLINDERS,SEATING_CAPACITY,TARE_WEIGHT,TOTAL_NO_OCCUPANTS,CARRY_CAPACITY,CUBIC_CAPACITY,FINAL_DIRECTION,DRIVER_INTENT,VEHICLE_MOVEMENT,TRAILER_TYPE,VEHICLE_COLOUR_1,VEHICLE_COLOUR_2,CAUGHT_FIRE,INITIAL_IMPACT,LAMPS,LEVEL_OF_DAMAGE,TOWED_AWAY_FLAG,TRAFFIC_CONTROL,TRAFFIC_CONTROL_DESC
T20120001371,B,1999.0,1.0,S,1.0,Paved,V,TIPPER,MACK,GUNTUM,,61,Prime Mover - Single Trailer,26000.0,R,D,6.0,6.0,2.0,9100.0,1.0,16900.0,,S,1.0,1.0,H,WHI,GRN,2.0,F,2.0,2,2.0,0.0,No control
T20120001371,C,2009.0,8.0,W,1.0,Paved,V,SEDAN,HYNDAI,GETZ,,1,Car,,R,P,4.0,4.0,5.0,1103.0,1.0,,,W,15.0,15.0,H,BLK,ZZ,2.0,2,2.0,4,1.0,0.0,No control
T20120001372,A,2008.0,1.0,N,1.0,Paved,V,SEDAN,MAZDA,2,,1,Car,,R,P,4.0,4.0,5.0,1070.0,1.0,,,E,2.0,1.0,H,GRY,ZZ,2.0,2,2.0,4,1.0,11.0,Giveway sign
T20120001372,B,2003.0,2.0,W,1.0,Paved,V,SEDAN,MAZDA,6,,1,Car,,R,P,4.0,4.0,5.0,1350.0,1.0,,,W,1.0,1.0,H,SIL,ZZ,2.0,F,2.0,3,1.0,0.0,No control
T20120001374,A,2001.0,1.0,N,1.0,Paved,V,COUPE,MITSUB,LANCER,,1,Car,,R,P,4.0,4.0,5.0,920.0,1.0,,,N,99.0,1.0,H,BLK,ZZ,2.0,1,2.0,3,1.0,0.0,No control
T20120001374,B,2006.0,2.0,N,1.0,Paved,V,WAGON,NISSAN,XTRAIL,,2,Station Wagon,,R,P,4.0,4.0,5.0,1475.0,2.0,,,E,2.0,2.0,H,WHI,ZZ,2.0,R,2.0,2,2.0,99.0,Unknown
T20120001375,B,2002.0,2.0,N,1.0,Paved,V,WAGON,MAZDA,MPV,,2,Station Wagon,,R,P,4.0,6.0,7.0,1550.0,1.0,,,E,2.0,2.0,H,SIL,ZZ,2.0,5,2.0,6,2.0,9.0,Roundabout
T20120001378,A,1991.0,1.0,W,1.0,Paved,V,S WAG,HOLDEN,COMMOD,,2,Station Wagon,,R,P,4.0,6.0,5.0,1300.0,1.0,,,W,1.0,1.0,H,WHI,ZZ,2.0,F,2.0,4,1.0,0.0,No control
T20120001378,B,1997.0,2.0,W,1.0,Paved,V,SEDAN,MAZDA,121,,1,Car,,R,P,4.0,4.0,5.0,800.0,0.0,,,W,11.0,11.0,H,RED,ZZ,2.0,R,2.0,4,1.0,0.0,No control
T20120001382,A,2004.0,1.0,NW,1.0,Paved,V,AMB,MERC B,SPRINT,,5,Panel Van,,R,D,4.0,5.0,2.0,1924.0,1.0,,,NW,16.0,16.0,H,WHI,ZZ,2.0,F,1.0,4,1.0,0.0,No control
T20120001390,A,2000.0,1.0,W,1.0,Paved,V,VAN,VOLKS,TRANSP,,5,Panel Van,2800.0,R,D,4.0,5.0,2.0,1595.0,1.0,1205.0,,E,5.0,5.0,H,WHI,ZZ,2.0,1,2.0,1,2.0,1.0,Stop-go lights
T20120001391,B,1995.0,1.0,E,1.0,Paved,V,SEDAN,TOYOTA,CAMRY,,1,Car,,R,P,4.0,4.0,5.0,1300.0,1.0,,,S,2.0,2.0,H,RED,ZZ,2.0,F,2.0,9,2.0,0.0,No control
T20120001392,A,1997.0,2.0,E,1.0,Paved,V,SEDAN,HYNDAI,EXCEL,,1,Car,,R,P,4.0,4.0,5.0,900.0,1.0,,,E,1.0,1.0,H,GRN,ZZ,2.0,8,2.0,4,1.0,1.0,Stop-go lights
T20120001392,B,2009.0,1.0,S,1.0,Paved,V,SEDAN,MITSUB,LANCER,,1,Car,,R,P,4.0,4.0,5.0,1335.0,1.0,,,E,3.0,3.0,H,WHI,ZZ,2.0,1,2.0,1,2.0,1.0,Stop-go lights
T20120001395,A,1998.0,2.0,W,1.0,Paved,V,SEDAN,FORD,FESTIV,,1,Car,,R,P,4.0,4.0,5.0,1000.0,1.0,,,W,1.0,1.0,H,BLU,ZZ,2.0,F,2.0,5,1.0,0.0,No control
T20120001395,B,2003.0,1.0,N,1.0,Paved,V,SEDAN,HYNDAI,ELANTR,,1,Car,,R,P,4.0,4.0,5.0,1266.0,1.0,,,W,3.0,3.0,H,GLD,ZZ,2.0,1,2.0,2,2.0,11.0,Giveway sign
T20120001399,A,2005.0,8.0,E,1.0,Paved,V,SEDAN,HOLDEN,COMMOD,,1,Car,,R,P,4.0,6.0,5.0,1568.0,1.0,,,E,1.0,1.0,H,SIL,ZZ,2.0,N,2.0,6,2.0,0.0,No control
T20120001399,B,2005.0,8.0,E,1.0,Paved,V,SEDAN,HOLDEN,ASTRA,,1,Car,,R,P,4.0,4.0,5.0,1280.0,1.0,,,E,1.0,1.0,H,BLU,ZZ,2.0,R,2.0,3,1.0,0.0,No control
T20120001399,C,2007.0,1.0,E,1.0,Paved,V,P MVR,F LINE,ARGOSY,,62,Prime Mover B-Double,,R,D,6.0,4.0,2.0,8700.0,1.0,,,E,1.0,1.0,H,WHI,ZZ,2.0,F,2.0,1,2.0,0.0,No control
T20120001399,D,2005.0,2.0,E,1.0,Paved,V,SEDAN,MAZDA,6 LUX,,1,Car,,R,P,4.0,4.0,5.0,1427.0,1.0,,,E,1.0,1.0,H,RED,ZZ,2.0,R,2.0,5,1.0,0.0,No control
T20120001400,A,1991.0,2.0,N,1.0,Paved,V,SEDAN,B M W,318I,,1,Car,,R,P,4.0,4.0,5.0,1200.0,1.0,,,N,1.0,1.0,H,RED,ZZ,2.0,7,2.0,3,1.0,11.0,Giveway sign
T20120001400,B,2004.0,1.0,E,1.0,Paved,V,SEDAN,FORD,FIESTA,,1,Car,,R,P,4.0,4.0,5.0,1101.0,1.0,,,E,1.0,1.0,H,RED,ZZ,2.0,F,2.0,3,1.0,0.0,No control
T20120001401,A,2006.0,1.0,NE,1.0,Paved,V,BUS,TOYOTA,HIACE,,9,Mini Bus(9-13 seats),3150.0,R,D,4.0,4.0,10.0,2340.0,4.0,810.0,,NE,1.0,1.0,H,SIL,ZZ,2.0,9,2.0,6,2.0,0.0,No control
T20120001406,A,2001.0,1.0,NE,1.0,Paved,V,SEDAN,NISSAN,PULSAR,,1,Car,,R,P,4.0,4.0,5.0,1200.0,1.0,,,NE,16.0,1.0,H,BLU,ZZ,2.0,7,2.0,5,1.0,0.0,No control
T20120001407,A,2008.0,1.0,S,1.0,Paved,V,SEDAN,MAZDA,2,,1,Car,,R,P,4.0,4.0,5.0,1013.0,1.0,,,S,1.0,1.0,H,GRY,ZZ,2.0,F,1.0,3,1.0,0.0,No control
T20120001407,B,2011.0,2.0,S,1.0,Paved,V,SEDAN,HOLDEN,COMMOD,,1,Car,,R,P,4.0,8.0,5.0,1778.0,2.0,,,S,17.0,17.0,H,BLK,ZZ,2.0,R,1.0,1,2.0,0.0,No control
T20120001407,C,2011.0,8.0,S,1.0,Paved,V,SEDAN,MAZDA,6,,1,Car,,R,P,4.0,4.0,5.0,1435.0,1.0,,,S,17.0,17.0,H,BLK,ZZ,2.0,R,1.0,6,2.0,0.0,No control
T20120001408,A,2000.0,1.0,S,1.0,Paved,V,DC UTE,HOLDEN,RODEO,,4,Utility,2730.0,R,P,4.0,6.0,5.0,1400.0,1.0,1330.0,,S,1.0,1.0,H,WHI,ZZ,2.0,F,2.0,2,2.0,1.0,Stop-go lights
T20120001408,B,2005.0,2.0,S,1.0,Paved,V,SEDAN,HOLDEN,CALAIS,,1,Car,,R,P,4.0,6.0,5.0,1587.0,2.0,,,S,1.0,17.0,H,BLU,ZZ,2.0,R,2.0,3,1.0,1.0,Stop-go lights
T20120001410,A,2005.0,1.0,S,1.0,Paved,V,SEDAN,TOYOTA,CAMRY,,1,Car,,R,P,4.0,4.0,5.0,1400.0,1.0,,,N,5.0,5.0,H,GLD,ZZ,2.0,5,2.0,1,2.0,0.0,No control
T20120001411,A,2001.0,1.0,SE,1.0,Paved,V,SEDAN,HOLDEN,COMMOD,,1,Car,,R,P,4.0,6.0,5.0,1512.0,1.0,,,SE,1.0,1.0,H,BLK,ZZ,2.0,1,2.0,3,9.0,0.0,No control
T20120001412,A,2011.0,1.0,N,1.0,Paved,V,COUPE,HONDA,CIVIC,,1,Car,,R,P,4.0,4.0,5.0,1320.0,1.0,,,N,1.0,1.0,H,BLK,ZZ,2.0,5,2.0,1,2.0,9.0,Roundabout
T20120001413,A,2003.0,1.0,W,3.0,Gravel,V,SEDAN,HOLDEN,VY COM,,1,Car,,R,P,4.0,6.0,5.0,1469.0,1.0,,3800.0,S,3.0,1.0,H,BLU,ZZ,2.0,1,0.0,4,1.0,11.0,Giveway sign
T20120001413,B,1995.0,2.0,S,1.0,Paved,V,SEDAN,FORD,XR 6,,1,Car,,R,P,4.0,6.0,5.0,1550.0,1.0,,,S,1.0,1.0,H,BLU,ZZ,2.0,F,2.0,4,1.0,0.0,No control
T20120001415,A,2010.0,1.0,SW,1.0,Paved,V,SEDAN,FORD,FALCON,,1,Car,,R,P,4.0,6.0,5.0,1640.0,1.0,,,SW,1.0,1.0,H,SIL,ZZ,2.0,F,2.0,4,1.0,0.0,No control
T20120001417,A,1986.0,1.0,NW,1.0,Paved,V,COUPE,TOYOTA,CELICA,,1,Car,,R,P,4.0,4.0,4.0,1150.0,6.0,,,NW,1.0,1.0,H,WHI,ZZ,2.0,5,9.0,5,1.0,0.0,No control
T20120001419,A,2007.0,2.0,N,1.0,Paved,V,SEDAN,HOLDEN,COMMOD,,1,Car,,R,P,4.0,6.0,5.0,1570.0,1.0,,,N,1.0,17.0,H,OGE,ZZ,2.0,R,2.0,3,1.0,0.0,No control
T20120001419,B,2006.0,1.0,N,1.0,Paved,V,SEDAN,TOYOTA,CAMRY,,1,Car,,R,P,4.0,4.0,5.0,1450.0,1.0,,2400.0,N,1.0,1.0,H,BLK,ZZ,2.0,F,2.0,3,1.0,0.0,No control
T20120001421,A,2006.0,1.0,S,1.0,Paved,V,SEDAN,FORD,FALCON,,1,Car,,R,P,4.0,6.0,5.0,1694.0,3.0,,,W,2.0,2.0,H,SIL,ZZ,2.0,5,2.0,1,2.0,1.0,Stop-go lights
T20120001422,A,2007.0,1.0,S,1.0,Paved,V,SEDAN,VOLKS,GOLF,,1,Car,1900.0,R,D,4.0,4.0,5.0,1350.0,2.0,550.0,,W,2.0,2.0,H,WHI,ZZ,2.0,1,1.0,3,1.0,1.0,Stop-go lights
T20120001426,A,1992.0,1.0,NW,3.0,Gravel,V,S WAG,TOYOTA,L'CRUI,,2,Station Wagon,2960.0,R,Z,4.0,6.0,7.0,2050.0,2.0,910.0,,NW,17.0,18.0,H,GRY,ZZ,2.0,T,2.0,4,1.0,0.0,No control
T20120001427,A,1992.0,1.0,S,1.0,Paved,V,SEDAN,MITSUB,GALANT,,1,Car,,R,P,4.0,4.0,5.0,1150.0,1.0,,,S,1.0,1.0,H,WHI,ZZ,2.0,9,2.0,4,1.0,0.0,No control
T20120001431,A,2003.0,1.0,N,1.0,Paved,V,SEDAN,HOLDEN,COMMOD,,1,Car,,R,P,4.0,6.0,5.0,1524.0,1.0,,,NK,1.0,13.0,H,SIL,ZZ,2.0,F,2.0,1,2.0,11.0,Giveway sign
T20120001435,A,2010.0,2.0,W,1.0,Paved,V,SEDAN,AUDI,A3,,1,Car,1930.0,R,P,4.0,4.0,5.0,1370.0,1.0,560.0,,W,1.0,1.0,H,BLK,ZZ,2.0,F,2.0,3,1.0,0.0,No control
T20120001435,B,2000.0,1.0,N,1.0,Paved,V,SEDAN,HYNDAI,ACCENT,,1,Car,,R,P,4.0,4.0,5.0,952.0,1.0,,,E,2.0,2.0,H,SIL,ZZ,2.0,1,2.0,3,1.0,10.0,Stop sign
T20120001437,A,1999.0,1.0,N,1.0,Paved,V,WAGON,NISSAN,PATHFI,,2,Station Wagon,,R,M,4.0,6.0,5.0,1750.0,2.0,,,N,1.0,1.0,H,SIL,ZZ,2.0,F,2.0,6,2.0,0.0,No control
T20120001438,A,2009.0,1.0,W,1.0,Paved,V,P MVR,STERLI,LT9500,,62,Prime Mover B-Double,,R,D,6.0,6.0,2.0,8500.0,1.0,,,S,3.0,3.0,B,WHI,ZZ,2.0,2,2.0,4,1.0,0.0,No control
T20120001448,A,2004.0,2.0,W,1.0,Paved,V,SEDAN,MITSUB,MAGNA,,1,Car,,R,P,4.0,6.0,5.0,1441.0,1.0,,,W,1.0,1.0,H,WHI,ZZ,2.0,R,0.0,1,2.0,1.0,Stop-go lights
T20120001448,B,2005.0,1.0,W,1.0,Paved,V,WAGON,FORD,TERRIT,,2,Station Wagon,,R,P,4.0,6.0,5.0,2015.0,1.0,,,W,1.0,1.0,H,BLK,ZZ,2.0,F,0.0,1,2.0,1.0,Stop-go lights
T20120001449,A,2001.0,1.0,NE,1.0,Paved,V,SEDAN,FORD,LASER,,1,Car,,R,P,4.0,4.0,5.0,1106.0,1.0,,,NE,1.0,1.0,H,WHI,ZZ,2.0,F,2.0,6,2.0,0.0,No control
T20120001452,A,2000.0,1.0,N,1.0,Paved,V,SEDAN,HYNDAI,LANTRA,,1,Car,,R,P,4.0,4.0,5.0,1174.0,1.0,,,N,6.0,6.0,H,WHI,ZZ,2.0,5,2.0,6,2.0,0.0,No control
T20120001455,A,2001.0,1.0,NE,1.0,Paved,V,S WAG,TOYOTA,CAMRY,,2,Station Wagon,,R,P,4.0,6.0,5.0,1400.0,1.0,,,NE,1.0,18.0,H,SIL,ZZ,2.0,2,2.0,5,9.0,99.0,Unknown
T20120001456,A,2004.0,1.0,W,1.0,Paved,V,SEDAN,TOYOTA,COROLL,,1,Car,,R,P,4.0,4.0,5.0,1100.0,1.0,,,W,1.0,17.0,H,SIL,ZZ,2.0,F,9.0,4,1.0,0.0,No control
T20120001456,B,1998.0,2.0,W,1.0,Paved,V,SEDAN,MERC B,C280,,1,Car,,R,P,4.0,4.0,5.0,1450.0,1.0,,,W,17.0,17.0,H,GRN,BLK,2.0,R,2.0,4,1.0,0.0,No control
T20120001456,C,2008.0,8.0,W,1.0,Paved,V,SEDAN,HOLDEN,ASTRA,,1,Car,,R,P,4.0,4.0,5.0,1291.0,1.0,,,W,17.0,17.0,H,BLK,ZZ,2.0,R,2.0,1,2.0,0.0,No control
T20120001457,A,1998.0,1.0,S,1.0,Paved,V,SEDAN,TOYOTA,COROLL,,1,Car,,R,P,4.0,4.0,5.0,1000.0,1.0,,,W,2.0,2.0,H,SIL,ZZ,2.0,5,2.0,3,1.0,1.0,Stop-go lights
T20120001457,B,2010.0,2.0,N,1.0,Paved,V,SEDAN,MAZDA,2,,1,Car,,R,P,4.0,4.0,5.0,1070.0,1.0,,,N,17.0,1.0,H,WHI,ZZ,2.0,F,2.0,3,1.0,1.0,Stop-go lights
T20120001458,A,1997.0,1.0,NW,1.0,Paved,V,VAN,VOLKS,T4,,5,Panel Van,2540.0,R,P,4.0,5.0,2.0,2180.0,1.0,360.0,,NW,1.0,1.0,H,WHI,ZZ,2.0,F,2.0,5,1.0,0.0,No control
T20120001460,A,1995.0,2.0,E,1.0,Paved,V,S WAG,TOYOTA,CAMRY,,2,Station Wagon,,R,P,4.0,4.0,5.0,1300.0,1.0,,,N,3.0,3.0,H,WHI,ZZ,2.0,1,2.0,3,1.0,15.0,Other
T20120001460,B,2010.0,1.0,S,1.0,Paved,V,MACH,MITSUB,FK61FH,,71,Light Commercial Vehicle (Rigid) <= 4.5 Tonnes GVM,10400.0,R,D,4.0,6.0,3.0,7680.0,2.0,2720.0,,S,7.0,7.0,H,WHI,ZZ,2.0,U,2.0,5,1.0,0.0,No control
T20120001461,A,1995.0,1.0,N,3.0,Gravel,V,SEDAN,FORD,EF FAL,,1,Car,,R,P,4.0,6.0,5.0,1500.0,2.0,,,N,1.0,1.0,H,GRY,ZZ,2.0,6,2.0,5,2.0,0.0,No control
T20120001462,A,2001.0,1.0,W,1.0,Paved,V,SEDAN,TOYOTA,CAMRY,,1,Car,,R,P,4.0,6.0,5.0,1400.0,1.0,,,W,1.0,18.0,H,GRN,ZZ,2.0,F,2.0,3,1.0,0.0,No control
T20120001463,A,2007.0,8.0,S,1.0,Paved,V,SEDAN,TOYOTA,PRIUS,,1,Car,,R,P,4.0,4.0,5.0,110.0,1.0,,,W,2.0,17.0,H,SIL,ZZ,2.0,N,2.0,6,2.0,1.0,Stop-go lights
T20120001469,A,2001.0,2.0,W,1.0,Paved,V,SEDAN,TOYOTA,CAMRY,,1,Car,,R,P,4.0,4.0,5.0,1300.0,1.0,,,W,1.0,1.0,H,MRN,ZZ,2.0,F,2.0,1,2.0,0.0,No control
T20120001475,A,2011.0,1.0,W,1.0,Paved,V,S WAG,HOLDEN,COMMOD,,2,Station Wagon,,R,P,4.0,8.0,5.0,1973.0,2.0,,,SW,3.0,17.0,H,RED,ZZ,2.0,F,2.0,1,2.0,9.0,Roundabout
T20120001475,B,2001.0,2.0,W,1.0,Paved,V,SEDAN,FORD,FORTE,,1,Car,,R,P,4.0,6.0,5.0,1400.0,2.0,,,SW,3.0,17.0,H,BLU,ZZ,2.0,R,2.0,1,2.0,9.0,Roundabout
T20120001476,A,2006.0,1.0,E,1.0,Paved,V,SEDAN,HYNDAI,GETZ,,1,Car,,R,P,4.0,4.0,5.0,980.0,1.0,,,S,2.0,2.0,H,WHI,ZZ,2.0,F,2.0,3,1.0,11.0,Giveway sign
T20120001476,B,2005.0,2.0,W,1.0,Paved,V,SEDAN,FORD,16537,,1,Car,,R,P,4.0,4.0,5.0,1292.0,1.0,,,W,1.0,1.0,H,GRY,ZZ,2.0,1,2.0,3,1.0,0.0,No control
T20120001477,A,1999.0,2.0,W,1.0,Paved,V,BUS,SCANIA,L94UB,,8,Bus/Coach,16000.0,R,D,4.0,6.0,41.0,9820.0,1.0,6180.0,,W,17.0,17.0,H,WHI,ZZ,2.0,R,2.0,3,1.0,0.0,No control
T20120001477,B,1997.0,1.0,W,1.0,Paved,V,WAGON,TOYOTA,PRADO,,2,Station Wagon,,R,P,4.0,6.0,8.0,1300.0,1.0,,,W,17.0,1.0,H,RED,ZZ,2.0,F,2.0,3,1.0,0.0,No control
T20120001478,A,2002.0,2.0,S,1.0,Paved,V,S WAG,TOYOTA,COROLL,,2,Station Wagon,,R,P,4.0,4.0,5.0,1069.0,1.0,,,S,1.0,1.0,H,SIL,ZZ,2.0,F,2.0,4,1.0,1.0,Stop-go lights
T20120001481,A,2008.0,8.0,E,1.0,Paved,V,SEDAN,MITSUB,LANCER,,1,Car,1850.0,R,P,4.0,4.0,5.0,1305.0,1.0,545.0,,E,1.0,1.0,H,RED,ZZ,2.0,R,2.0,1,2.0,0.0,No control
T20120001481,B,2007.0,2.0,E,1.0,Paved,V,WAGON,MITSUB,OUTLAN,,2,Station Wagon,,R,P,4.0,4.0,5.0,1580.0,4.0,,,E,1.0,1.0,H,GRY,ZZ,2.0,R,2.0,2,2.0,0.0,No control
T20120001481,C,2004.0,1.0,E,1.0,Paved,V,WAGON,HOLDEN,ADVENT,,2,Station Wagon,,R,M,4.0,8.0,5.0,1945.0,1.0,,,E,1.0,1.0,H,GRY,ZZ,2.0,F,2.0,9,2.0,0.0,No control
T20120001483,A,2009.0,1.0,S,1.0,Paved,V,UTIL,FORD,FALCON,,4,Utility,2510.0,R,G,4.0,6.0,2.0,1785.0,1.0,725.0,,NW,2.0,2.0,H,SIL,ZZ,2.0,4,2.0,2,2.0,11.0,Giveway sign
T20120001483,B,2003.0,2.0,SE,1.0,Paved,V,WAGON,TOYOTA,LANDCR,,2,Station Wagon,,R,P,4.0,8.0,8.0,2735.0,3.0,,,SE,1.0,1.0,H,SIL,ZZ,2.0,F,2.0,5,1.0,0.0,No control
T20120001485,A,2009.0,2.0,NW,1.0,Paved,V,SEDAN,FORD,FALCON,,1,Car,,R,G,4.0,6.0,5.0,1700.0,2.0,,,NW,17.0,17.0,H,SIL,ZZ,2.0,R,0.0,2,2.0,1.0,Stop-go lights
T20120001485,B,2004.0,1.0,NW,1.0,Paved,V,SEDAN,NISSAN,MAXIMA,,1,Car,,R,P,4.0,6.0,5.0,1470.0,1.0,,,NW,1.0,1.0,H,BLU,ZZ,2.0,F,0.0,2,2.0,1.0,Stop-go lights
T20120001489,A,2011.0,2.0,W,1.0,Paved,V,VAN,MERC B,SPRINT,,5,Panel Van,3880.0,R,D,4.0,4.0,2.0,2015.0,3.0,1865.0,,W,1.0,1.0,H,WHI,ZZ,2.0,7,1.0,3,1.0,1.0,Stop-go lights
T20120001489,B,1994.0,1.0,N,1.0,Paved,V,SEDAN,PEUG,405,,1,Car,,R,P,4.0,4.0,5.0,1300.0,1.0,,,N,1.0,1.0,H,GRN,ZZ,2.0,F,2.0,3,1.0,1.0,Stop-go lights
T20120001494,A,1999.0,1.0,E,1.0,Paved,V,SEDAN,TOYOTA,CAMRY,,1,Car,,R,P,4.0,6.0,5.0,1300.0,1.0,,,E,1.0,1.0,H,SIL,ZZ,2.0,F,2.0,4,1.0,10.0,Stop sign
T20120001494,B,2001.0,2.0,N,1.0,Paved,V,UTIL,FORD,FALCON,,4,Utility,,R,G,4.0,6.0,2.0,1620.0,2.0,,,N,1.0,1.0,H,WHI,ZZ,2.0,5,0.0,4,1.0,0.0,No control
T20120001496,A,2009.0,1.0,SW,1.0,Paved,V,UTIL,TOYOTA,HILUX,,4,Utility,,R,P,4.0,6.0,5.0,1630.0,1.0,,,SW,1.0,1.0,H,WHI,ZZ,2.0,F,2.0,6,2.0,9.0,Roundabout
T20120001497,A,2004.0,1.0,NW,1.0,Paved,V,WAGON,MAZDA,TRIBUT,,2,Station Wagon,,R,P,4.0,6.0,5.0,1500.0,2.0,,,NW,1.0,18.0,H,SIL,ZZ,2.0,6,2.0,5,1.0,0.0,No control
T20120001500,A,1997.0,1.0,SE,1.0,Paved,V,SEDAN,DAEWOO,CELO,,1,Car,,R,P,4.0,4.0,5.0,900.0,1.0,,,S,2.0,2.0,H,RED,ZZ,2.0,6,2.0,6,2.0,5.0,Ped. crossing
T20120001502,A,2005.0,1.0,E,1.0,Paved,V,UTIL,HOLDEN,RODEO,,4,Utility,2900.0,R,D,4.0,6.0,2.0,1778.0,2.0,1122.0,,N,3.0,3.0,B,WHI,ZZ,2.0,0,2.0,1,2.0,99.0,Unknown
T20120001503,A,2000.0,1.0,W,1.0,Paved,V,SEDAN,MAZDA,626,,1,Car,,R,P,4.0,4.0,5.0,1251.0,1.0,,,W,99.0,18.0,H,GLD,ZZ,2.0,1,2.0,4,1.0,0.0,No control
T20120001504,A,1999.0,2.0,W,1.0,Paved,V,SEDAN,MITSUB,MAGNA,,1,Car,,R,P,4.0,6.0,5.0,1437.0,1.0,,,W,99.0,99.0,H,GRN,ZZ,2.0,2,2.0,6,2.0,0.0,No control
T20120001509,A,2010.0,1.0,N,1.0,Paved,V,VAN,MITSUB,SJ,,5,Panel Van,,R,P,4.0,4.0,2.0,1290.0,1.0,,,N,1.0,1.0,H,WHI,ZZ,2.0,1,1.0,5,1.0,1.0,Stop-go lights
T20120001509,B,2004.0,2.0,W,1.0,Paved,V,SEDAN,FORD,FALCON,,1,Car,,R,P,4.0,6.0,5.0,1694.0,4.0,,,W,1.0,1.0,H,SIL,ZZ,2.0,6,1.0,5,1.0,1.0,Stop-go lights
T20120001514,A,1996.0,1.0,N,1.0,Paved,V,SEDAN,TOYOTA,CAMRY,,1,Car,,R,P,4.0,4.0,5.0,1470.0,1.0,,,N,1.0,1.0,H,WHI,ZZ,2.0,F,2.0,4,1.0,11.0,Giveway sign
T20120001514,B,2001.0,2.0,E,1.0,Paved,V,SEDAN,TOYOTA,ECHO,,1,Car,,R,P,4.0,4.0,5.0,865.0,1.0,,,E,1.0,1.0,H,GRN,ZZ,2.0,7,2.0,3,1.0,11.0,Giveway sign
T20120001515,A,2009.0,1.0,SW,1.0,Paved,V,SEDAN,TOYOTA,AURION,,1,Car,,R,P,4.0,6.0,5.0,1590.0,4.0,,,SW,1.0,18.0,H,BLK,ZZ,2.0,F,2.0,4,1.0,0.0,No control
T20120001515,B,1994.0,2.0,SW,1.0,Paved,V,SEDAN,FORD,FAIRMO,,1,Car,,R,P,4.0,6.0,5.0,1500.0,0.0,,,SW,11.0,11.0,H,BLU,ZZ,2.0,4,2.0,1,2.0,0.0,No control
T20120001516,A,2008.0,2.0,NW,1.0,Paved,V,SEDAN,NISSAN,TIIDA,,1,Car,,R,P,4.0,4.0,5.0,1114.0,1.0,,,NW,1.0,1.0,H,GRY,ZZ,2.0,F,2.0,4,1.0,1.0,Stop-go lights
T20120001516,B,2010.0,1.0,SE,1.0,Paved,V,WAGON,NISSAN,XTRAIL,,2,Station Wagon,,R,P,4.0,4.0,5.0,1554.0,2.0,,,S,2.0,2.0,H,WHI,ZZ,2.0,6,2.0,4,1.0,1.0,Stop-go lights
T20120001523,A,2004.0,1.0,NE,1.0,Paved,V,BUS,MITSUB,BE649J,,8,Bus/Coach,6185.0,R,D,4.0,4.0,25.0,4215.0,1.0,1970.0,,NE,1.0,1.0,H,WHI,ZZ,2.0,F,2.0,6,2.0,11.0,Giveway sign
T20120001529,A,2003.0,1.0,SE,1.0,Paved,V,DC UTE,HOLDEN,CREWMA,,4,Utility,2826.0,R,M,4.0,6.0,5.0,1758.0,1.0,1068.0,,SE,1.0,18.0,H,GRY,ZZ,2.0,F,2.0,4,1.0,0.0,No control
T20120001531,A,1993.0,2.0,N,1.0,Paved,V,SEDAN,MITSUB,MAGNA,,1,Car,,R,P,4.0,4.0,5.0,1350.0,2.0,,,N,1.0,1.0,H,SIL,ZZ,2.0,5,2.0,3,1.0,1.0,Stop-go lights
T20120001531,B,2003.0,1.0,E,1.0,Paved,V,WAGON,SUZUKI,XL7,,2,Station Wagon,,R,P,4.0,6.0,7.0,1500.0,2.0,,,S,2.0,2.0,H,SIL,ZZ,2.0,5,2.0,2,2.0,1.0,Stop-go lights
T20120001532,A,1989.0,1.0,S,1.0,Paved,V,SEDAN,NISSAN,SKYL,,1,Car,,R,P,4.0,6.0,5.0,1300.0,1.0,,,S,1.0,18.0,H,BLU,ZZ,2.0,T,2.0,4,1.0,0.0,No control
T20120001534,A,1993.0,1.0,NE,1.0,Paved,V,SEDAN,FORD,LASRE,,1,Car,,R,P,4.0,4.0,5.0,950.0,1.0,,,SE,2.0,2.0,H,BLU,ZZ,2.0,5,0.0,5,1.0,0.0,No control
T20120001534,B,2000.0,2.0,SW,1.0,Paved,V,SEDAN,FORD,FAIRMO,,1,Car,,R,P,4.0,6.0,5.0,1520.0,3.0,,,SW,1.0,1.0,H,SIL,ZZ,2.0,F,2.0,4,1.0,0.0,No control
T20120001534,C,2002.0,8.0,NK,1.0,Paved,V,DC UTE,TOYOTA,HILUX,,4,Utility,2730.0,R,D,4.0,4.0,5.0,1761.0,0.0,969.0,,NK,11.0,11.0,H,BLU,ZZ,2.0,R,0.0,2,2.0,0.0,No control
